,Folder,Horizontal,Vertical,Distances
3156,001660_01_02,0.8164060000000001,0.8164060000000001,1.0
3157,001661_04_02,0.9375,0.9375,1.0
3158,001661_04_03,0.9375,0.9375,1.0
3159,001661_05_02,0.976562,0.976562,1.0
3160,001661_05_03,0.976562,0.976562,1.0
3161,001662_01_01,0.742188,0.742188,1.0
3162,001663_01_01,0.898438,0.898438,1.0
3163,001663_01_02,0.898438,0.898438,1.0
3164,001666_01_01,0.6308590000000001,0.6308590000000001,1.0
3165,001668_02_02,0.976562,0.976562,1.0
3166,001668_03_02,0.773438,0.773438,1.0
3167,001668_04_01,0.742188,0.742188,1.0
3168,001670_01_02,0.976562,0.976562,1.0
3169,001670_02_02,0.9511719999999999,0.9511719999999999,1.0
3170,001671_02_02,0.703125,0.703125,1.0
3171,001671_03_02,0.6503909999999999,0.6503909999999999,1.0
3172,001671_04_01,0.7070310000000001,0.7070310000000001,1.0
3173,001672_01_01,0.6679689999999999,0.6679689999999999,1.0
3174,001673_01_02,0.794922,0.794922,1.0
3175,001674_01_02,0.8164060000000001,0.8164060000000001,1.0
3176,001675_01_01,0.742188,0.742188,1.0
3177,001676_02_02,0.7809999999999999,0.7809999999999999,1.0
3178,001676_03_02,0.810547,0.810547,1.0
3179,001676_04_02,0.742188,0.742188,1.0
3180,001676_04_03,0.742188,0.742188,1.0
3181,001676_07_01,0.72,0.72,1.0
3182,001677_01_01,0.679688,0.679688,1.0
3183,001677_02_01,0.789062,0.789062,1.0
3184,001678_01_02,0.898438,0.898438,1.0
3185,001680_02_02,0.742188,0.742188,1.0
3186,001683_01_01,0.703125,0.703125,1.0
3187,001683_01_03,0.703125,0.703125,1.0
3188,001683_02_01,0.703125,0.703125,1.0
3189,001684_01_02,0.78125,0.78125,1.0
3190,001684_02_02,0.859375,0.859375,1.0
3191,001684_03_02,0.9375,0.9375,1.0
3192,001684_04_02,0.858,0.858,1.0
3193,001684_04_03,0.858,0.858,1.0
3194,001684_05_02,0.9375,0.9375,1.0
3195,001684_06_02,0.703125,0.703125,1.0
3196,001684_07_02,0.820312,0.820312,1.0
3197,001684_08_02,0.9375,0.9375,1.0
3198,001684_09_02,0.8652340000000001,0.8652340000000001,1.0
3199,001684_10_01,0.720703,0.720703,1.0
3200,001684_11_02,0.626953,0.626953,1.0
3201,001684_12_02,0.871094,0.871094,1.0
3202,001686_02_02,0.976562,0.976562,1.0
3203,001688_01_01,0.351562,0.351562,1.0
3204,001689_01_01,0.488281,0.488281,1.0
3205,001690_01_01,0.585938,0.585938,1.0
3206,001691_01_01,0.898438,0.898438,1.0
3207,001691_02_01,0.839844,0.839844,1.0
3208,001692_01_02,0.835938,0.835938,1.0
3209,001693_01_01,0.976562,0.976562,1.0
3210,001693_02_01,0.8417969999999999,0.8417969999999999,1.0
3211,001696_01_01,0.8164060000000001,0.8164060000000001,1.0
3212,001697_01_01,0.664062,0.664062,1.0
3213,001700_02_01,0.933594,0.933594,1.0
3214,001700_02_02,0.933594,0.933594,1.0
3215,001700_03_01,0.976562,0.976562,1.0
3216,001700_03_02,0.976562,0.976562,1.0
3217,001700_04_01,0.898438,0.898438,1.0
3218,001700_04_02,0.898438,0.898438,1.0
3219,001701_02_02,0.796875,0.796875,1.0
3220,001702_01_02,0.625,0.625,1.0
3221,001705_04_02,0.6914060000000001,0.6914060000000001,1.0
3222,001705_05_01,0.703125,0.703125,1.0
3223,001706_01_02,0.820312,0.820312,1.0
3224,001707_01_01,0.625,0.625,1.0
3225,001709_01_01,0.7304689999999999,0.7304689999999999,1.0
3226,001709_01_02,0.7304689999999999,0.7304689999999999,1.0
3227,001709_02_01,0.773438,0.773438,1.0
3228,001710_01_01,0.585938,0.585938,1.0
3229,001711_01_01,0.742188,0.742188,1.0
3230,001711_02_01,0.7773439999999999,0.7773439999999999,1.0
3231,001711_03_01,0.6757810000000001,0.6757810000000001,1.0
3232,001711_04_01,0.7070310000000001,0.7070310000000001,1.0
3233,001711_05_01,0.742188,0.742188,1.0
3234,001711_05_02,0.742188,0.742188,1.0
3235,001711_06_01,0.742188,0.742188,1.0
3236,001711_07_01,0.695312,0.695312,1.0
3237,001712_01_02,0.8164060000000001,0.8164060000000001,1.0
3238,001712_02_02,0.8417969999999999,0.8417969999999999,1.0
3239,001714_01_01,0.703125,0.703125,1.0
3240,001715_04_02,0.8730469999999999,0.8730469999999999,1.0
3241,001717_01_02,0.6914060000000001,0.6914060000000001,1.0
3242,001718_01_01,0.78125,0.78125,1.0
3243,001718_02_01,0.7070310000000001,0.7070310000000001,1.0
3244,001718_03_02,0.626953,0.626953,1.0
3245,001719_01_02,0.804688,0.804688,1.0
3246,001719_02_02,0.898438,0.898438,1.0
3247,001719_03_02,0.7809999999999999,0.7809999999999999,1.0
3248,001719_03_03,0.7809999999999999,0.7809999999999999,1.0
3249,001719_04_01,0.8164060000000001,0.8164060000000001,1.0
3250,001720_01_01,0.611328,0.611328,1.0
3251,001725_01_02,0.742188,0.742188,1.0
3252,001725_02_02,0.8164060000000001,0.8164060000000001,1.0
3253,001725_03_01,0.732422,0.732422,1.0
3254,001725_03_02,0.732422,0.732422,1.0
3255,001727_03_02,0.9511719999999999,0.9511719999999999,1.0
3256,001727_04_01,0.976562,0.976562,1.0
3257,001729_01_02,0.804688,0.804688,1.0
3258,001730_01_02,0.9375,0.9375,1.0
3259,001730_02_01,0.820312,0.820312,1.0
3260,001730_02_02,0.820312,0.820312,1.0
3261,001732_01_02,0.898438,0.898438,1.0
3262,001733_01_01,0.6972659999999999,0.6972659999999999,1.0
3263,001736_01_01,0.78125,0.78125,1.0
3264,001736_03_01,0.859375,0.859375,1.0
3265,001736_03_03,0.859375,0.859375,1.0
3266,001736_05_01,0.9375,0.9375,1.0
3267,001736_05_02,0.9375,0.9375,1.0
3268,001736_06_02,0.8164060000000001,0.8164060000000001,1.0
3269,001736_07_01,0.976562,0.976562,1.0
3270,001736_07_03,0.976562,0.976562,1.0
3271,001738_02_01,0.820312,0.820312,1.0
3272,001738_03_01,0.898438,0.898438,1.0
3273,001738_04_01,0.7809999999999999,0.7809999999999999,1.0
3274,001740_01_02,0.8164060000000001,0.8164060000000001,1.0
3275,001740_02_01,0.732422,0.732422,1.0
3276,001740_04_01,0.8164060000000001,0.8164060000000001,1.0
3277,001742_01_01,0.7809999999999999,0.7809999999999999,1.0
3278,001742_01_02,0.7809999999999999,0.7809999999999999,1.0
3279,001742_02_02,0.8164060000000001,0.8164060000000001,1.0
3280,001742_02_03,0.8164060000000001,0.8164060000000001,1.0
3281,001742_03_01,0.859375,0.859375,1.0
3282,001742_04_02,0.8574219999999999,0.8574219999999999,1.0
3283,001742_05_02,0.8574219999999999,0.8574219999999999,1.0
3284,001744_01_01,0.763672,0.763672,1.0
3285,001744_02_01,0.779297,0.779297,1.0
3286,001744_03_01,0.898438,0.898438,1.0
3287,001744_03_02,0.898438,0.898438,1.0
3288,001744_03_03,0.898438,0.898438,1.0
3289,001745_02_01,0.585938,0.585938,1.0
3290,001745_03_01,0.623047,0.623047,1.0
3291,001748_02_01,0.78125,0.78125,1.0
3292,001750_03_01,0.7558590000000001,0.7558590000000001,1.0
3293,001750_04_01,0.898438,0.898438,1.0
3294,001750_05_01,0.9375,0.9375,1.0
3295,001751_02_01,0.976562,0.976562,1.0
3296,001751_03_02,0.9375,0.9375,1.0
3297,001751_04_02,0.898438,0.898438,1.0
3298,001751_04_03,0.898438,0.898438,1.0
3299,001751_05_01,0.9375,0.9375,1.0
3300,001751_05_02,0.9375,0.9375,1.0
3301,001751_06_01,0.976562,0.976562,1.0
3302,001751_06_02,0.976562,0.976562,1.0
3303,001751_07_01,0.976562,0.976562,1.0
3304,001752_02_01,0.8925780000000001,0.8925780000000001,1.0
3305,001754_01_01,0.585938,0.585938,1.0
3306,001755_03_01,0.9375,0.9375,1.0
3307,001757_01_02,0.664062,0.664062,1.0
3308,001757_02_02,0.8164060000000001,0.8164060000000001,1.0
3309,001757_03_01,0.757812,0.757812,1.0
3310,001757_05_01,0.6289060000000001,0.6289060000000001,1.0
3311,001757_06_02,0.7714840000000001,0.7714840000000001,1.0
3312,001757_07_01,0.390625,0.390625,1.0
3313,001757_09_02,0.858,0.858,1.0
3314,001757_09_03,0.858,0.858,1.0
3315,001757_10_01,0.6679689999999999,0.6679689999999999,1.0
3316,001757_11_01,0.351562,0.351562,1.0
3317,001758_01_01,0.7871090000000001,0.7871090000000001,1.0
3318,001758_01_02,0.7871090000000001,0.7871090000000001,1.0
3319,001758_02_01,0.78125,0.78125,1.0
3320,001758_02_03,0.78125,0.78125,1.0
3321,001758_03_01,0.78125,0.78125,1.0
3322,001758_04_01,0.742188,0.742188,1.0
3323,001758_04_02,0.742188,0.742188,1.0
3324,001758_06_01,0.703125,0.703125,1.0
3325,001758_06_02,0.703125,0.703125,1.0
3326,001759_01_02,0.779297,0.779297,1.0
3327,001759_06_02,0.664062,0.664062,1.0
3328,001759_07_02,0.6914060000000001,0.6914060000000001,1.0
3329,001759_08_02,0.783203,0.783203,1.0
3330,001759_09_01,0.8164060000000001,0.8164060000000001,1.0
3331,001759_09_02,0.8164060000000001,0.8164060000000001,1.0
3332,001760_01_01,0.976562,0.976562,1.0
3333,001760_03_01,0.664062,0.664062,1.0
3334,001760_04_01,0.726562,0.726562,1.0
3335,001760_04_02,0.726562,0.726562,1.0
3336,001761_01_01,0.9277340000000001,0.9277340000000001,1.0
3337,001761_02_01,0.664062,0.664062,1.0
3338,001762_01_01,0.898438,0.898438,1.0
3339,001762_02_02,0.789062,0.789062,1.0
3340,001762_04_02,0.789062,0.789062,1.0
3341,001762_05_01,0.976562,0.976562,1.0
3342,001762_05_02,0.976562,0.976562,1.0
3343,001762_06_01,0.820312,0.820312,1.0
3344,001762_06_02,0.820312,0.820312,1.0
3345,001762_07_01,0.78125,0.78125,1.0
3346,001762_07_02,0.520833,0.520833,1.0
3347,001762_08_01,0.78125,0.78125,1.0
3348,001762_08_02,0.78125,0.78125,1.0
3349,001763_01_01,0.664062,0.664062,1.0
3350,001765_01_02,0.8164060000000001,0.8164060000000001,1.0
3351,001769_03_02,0.6914060000000001,0.6914060000000001,1.0
3352,001769_04_02,0.8691409999999999,0.8691409999999999,1.0
3353,001769_04_03,0.8691409999999999,0.8691409999999999,1.0
3354,001770_02_02,0.898438,0.898438,1.0
3355,001771_02_02,0.9375,0.9375,1.0
3356,001772_01_02,0.824219,0.824219,1.0
3357,001772_02_01,0.898438,0.898438,1.0
3358,001772_02_02,0.898438,0.898438,1.0
3359,001774_01_01,0.6992189999999999,0.6992189999999999,1.0
3360,001774_02_01,0.814453,0.814453,1.0
3361,001777_02_02,0.78125,0.78125,1.0
3362,001777_05_02,0.898438,0.898438,1.0
3363,001777_06_01,0.7304689999999999,0.7304689999999999,1.0
3364,001777_07_01,0.828125,0.828125,1.0
3365,001778_03_01,0.859375,0.859375,1.0
3366,001778_03_02,0.859375,0.859375,1.0
3367,001780_01_02,0.898438,0.898438,1.0
3368,001780_01_03,0.898438,0.898438,1.0
3369,001781_02_02,0.976562,0.976562,1.0
3370,001781_03_02,0.859375,0.859375,1.0
3371,001782_01_01,0.625,0.625,1.0
3372,001785_01_02,0.976562,0.976562,1.0
3373,001786_01_01,0.820312,0.820312,1.0
3374,001786_01_02,0.820312,0.820312,1.0
3375,001786_02_01,0.732422,0.732422,1.0
3376,001786_02_02,0.732422,0.732422,1.0
3377,001788_01_02,0.664062,0.664062,1.0
3378,001791_03_01,0.976562,0.976562,1.0
3379,001791_03_02,0.976562,0.976562,1.0
3380,001792_01_01,0.585938,0.585938,1.0
3381,001793_02_02,0.8164060000000001,0.8164060000000001,1.0
3382,001793_03_02,0.8164060000000001,0.8164060000000001,1.0
3383,001793_03_03,0.8164060000000001,0.8164060000000001,1.0
3384,001794_01_02,0.78125,0.78125,1.0
3385,001794_02_01,0.78125,0.78125,1.0
3386,001794_02_02,0.78125,0.78125,1.0
3387,001794_03_01,0.898438,0.898438,1.0
3388,001794_03_02,0.898438,0.898438,1.0
3389,001794_04_01,0.8164060000000001,0.8164060000000001,1.0
3390,001794_04_02,0.8164060000000001,0.8164060000000001,1.0
3391,001795_01_01,0.703125,0.703125,1.0
3392,001795_04_01,0.671875,0.671875,1.0
3393,001795_06_01,0.632812,0.632812,1.0
3394,001795_06_02,0.7089840000000001,0.7089840000000001,1.0
3395,001795_07_02,0.78125,0.78125,1.0
3396,001795_08_01,0.78125,0.78125,1.0
3397,001795_09_02,0.6914060000000001,0.6914060000000001,1.0
3398,001796_01_02,0.695312,0.695312,1.0
3399,001796_03_01,0.773438,0.773438,1.0
3400,001797_01_02,0.859375,0.859375,1.0
3401,001798_01_01,0.6914060000000001,0.6914060000000001,1.0
3402,001799_01_02,0.6757810000000001,0.6757810000000001,1.0
3403,001802_02_01,0.804688,0.804688,1.0
3404,001802_03_01,0.720703,0.720703,1.0
3405,001803_01_02,0.6992189999999999,0.6992189999999999,1.0
3406,001804_01_01,0.732422,0.732422,1.0
3407,001804_01_02,0.732422,0.732422,1.0
3408,001804_02_02,0.8164060000000001,0.8164060000000001,1.0
3409,001804_03_01,0.859375,0.859375,1.0
3410,001804_04_01,0.742188,0.742188,1.0
3411,001804_05_01,0.782,0.782,1.0
3412,001804_06_02,0.78125,0.78125,1.0
3413,001804_07_02,0.820312,0.820312,1.0
3414,001804_08_01,0.8027340000000001,0.8027340000000001,1.0
3415,001804_09_02,0.782,0.782,1.0
3416,001806_01_01,0.6914060000000001,0.6914060000000001,1.0
3417,001806_01_03,0.6914060000000001,0.6914060000000001,1.0
3418,001806_02_01,0.859375,0.859375,1.0
3419,001806_03_01,0.78125,0.78125,1.0
3420,001807_01_01,0.789062,0.789062,1.0
3421,001807_02_01,0.8300780000000001,0.8300780000000001,1.0
3422,001807_03_01,0.820312,0.820312,1.0
3423,001810_01_02,0.6914060000000001,0.6914060000000001,1.0
3424,001812_02_01,0.609375,0.609375,1.0
3425,001815_01_01,0.859375,0.859375,1.0
3426,001817_01_02,0.779297,0.779297,1.0
3427,001817_02_02,0.820312,0.820312,1.0
3428,001817_03_02,0.779297,0.779297,1.0
3429,001817_04_02,0.859375,0.859375,1.0
3430,001817_05_01,0.78125,0.78125,1.0
3431,001817_06_02,0.742188,0.742188,1.0
3432,001817_06_03,0.742188,0.742188,1.0
3433,001817_07_02,0.6445310000000001,0.6445310000000001,1.0
3434,001817_08_02,0.7070310000000001,0.7070310000000001,1.0
3435,001817_09_02,0.703125,0.703125,1.0
3436,001817_09_03,0.703125,0.703125,1.0
3437,001817_10_02,0.658203,0.658203,1.0
3438,001817_11_02,0.705078,0.705078,1.0
3439,001817_11_03,0.705078,0.705078,1.0
3440,001817_12_01,0.5878909999999999,0.5878909999999999,1.0
3441,001817_12_02,0.5878909999999999,0.5878909999999999,1.0
3442,001817_13_01,0.6914060000000001,0.6914060000000001,1.0
3443,001817_13_02,0.6914060000000001,0.6914060000000001,1.0
3444,001817_14_02,0.78125,0.78125,1.0
3445,001817_14_03,0.78125,0.78125,1.0
3446,001817_15_01,0.625,0.625,1.0
3447,001817_15_02,0.625,0.625,1.0
3448,001817_16_01,0.703125,0.703125,1.0
3449,001817_16_02,0.703125,0.703125,1.0
3450,001818_02_02,0.703125,0.703125,1.0
3451,001818_03_01,0.8164060000000001,0.8164060000000001,1.0
3452,001820_01_01,0.703125,0.703125,1.0
3453,001820_04_02,0.7020000000000001,0.7020000000000001,1.0
3454,001821_02_02,0.8457030000000001,0.8457030000000001,1.0
3455,001821_03_02,0.804688,0.804688,1.0
3456,001821_04_01,0.7773439999999999,0.7773439999999999,1.0
3457,001821_05_01,0.8164060000000001,0.8164060000000001,1.0
3458,001821_06_02,0.8164060000000001,0.8164060000000001,1.0
3459,001821_07_01,0.8164060000000001,0.8164060000000001,1.0
3460,001821_08_01,0.757812,0.757812,1.0
3461,001821_09_01,0.859375,0.859375,1.0
3462,001825_02_01,0.78125,0.78125,1.0
3463,001825_03_02,0.820312,0.820312,1.0
3464,001825_04_01,0.8417969999999999,0.8417969999999999,1.0
3465,001825_05_01,0.976562,0.976562,1.0
3466,001825_06_01,0.8574219999999999,0.8574219999999999,1.0
3467,001826_02_01,0.779297,0.779297,1.0
3468,001828_01_02,0.679688,0.679688,1.0
3469,001828_01_03,0.679688,0.679688,1.0
3470,001828_02_02,0.664062,0.664062,1.0
3471,001828_02_03,0.664062,0.664062,1.0
3472,001829_01_01,0.828125,0.828125,1.0
3473,001830_01_01,0.664062,0.664062,1.0
3474,001831_01_02,0.820312,0.820312,1.0
3475,001834_02_01,0.82,0.82,1.0
3476,001836_01_01,0.9375,0.9375,1.0
3477,001836_02_02,0.976562,0.976562,1.0
3478,001836_02_03,0.976562,0.976562,1.0
3479,001836_03_02,0.921875,0.921875,1.0
3480,001836_04_03,0.898438,0.898438,1.0
3481,001836_05_01,0.9375,0.9375,1.0
3482,001836_05_03,0.9375,0.9375,1.0
3483,001837_02_01,0.7070310000000001,0.7070310000000001,1.0
3484,001837_03_01,0.6914060000000001,0.6914060000000001,1.0
3485,001837_03_02,0.6914060000000001,0.6914060000000001,1.0
3486,001837_04_01,0.763672,0.763672,1.0
3487,001838_01_01,0.96875,0.96875,1.0
3488,001839_01_01,0.664062,0.664062,1.0
3489,001841_01_02,0.8164060000000001,0.8164060000000001,1.0
3490,001842_01_01,0.929688,0.929688,1.0
3491,001842_02_01,0.863281,0.863281,1.0
3492,001844_02_02,0.658203,0.658203,1.0
3493,001844_03_02,0.585938,0.585938,1.0
3494,001844_03_03,0.585938,0.585938,1.0
3495,001845_02_02,0.8164060000000001,0.8164060000000001,1.0
3496,001846_01_01,0.8164060000000001,0.8164060000000001,1.0
3497,001846_02_01,0.7695310000000001,0.7695310000000001,1.0
3498,001846_03_01,0.820312,0.820312,1.0
3499,001846_03_02,0.820312,0.820312,1.0
3500,001846_04_02,0.773438,0.773438,1.0
3501,001846_04_03,0.773438,0.773438,1.0
3502,001846_05_02,0.8007810000000001,0.8007810000000001,1.0
3503,001846_05_03,0.8007810000000001,0.8007810000000001,1.0
3504,001847_04_01,0.732422,0.732422,1.0
3505,001848_01_01,0.820312,0.820312,1.0
3506,001851_02_01,0.6914060000000001,0.6914060000000001,1.0
3507,001851_03_01,0.732422,0.732422,1.0
3508,001851_03_02,0.732422,0.732422,1.0
3509,001852_01_01,0.546875,0.546875,1.0
3510,001857_01_01,0.878906,0.878906,1.0
3511,001858_01_01,0.859375,0.859375,1.0
3512,001858_01_02,0.859375,0.859375,1.0
3513,001860_01_02,0.78125,0.78125,1.0
3514,001860_02_02,0.78125,0.78125,1.0
3515,001861_01_01,0.6914060000000001,0.6914060000000001,1.0
3516,001862_01_02,0.7020000000000001,0.7020000000000001,1.0
3517,001863_01_02,0.78125,0.78125,1.0
3518,001863_03_02,0.820312,0.820312,1.0
3519,001864_01_01,0.9375,0.9375,1.0
3520,001865_01_01,0.71875,0.71875,1.0
3521,001865_02_01,0.859375,0.859375,1.0
3522,001866_01_01,0.742188,0.742188,1.0
3523,001867_01_01,0.732422,0.732422,1.0
3524,001868_01_02,0.8164060000000001,0.8164060000000001,1.0
3525,001868_02_02,0.976562,0.976562,1.0
3526,001868_03_01,0.976562,0.976562,1.0
3527,001869_01_02,0.7246090000000001,0.7246090000000001,1.0
3528,001869_01_03,0.7246090000000001,0.7246090000000001,1.0
3529,001869_02_02,0.742188,0.742188,1.0
3530,001870_01_01,0.6835939999999999,0.6835939999999999,1.0
3531,001871_02_02,0.6914060000000001,0.6914060000000001,1.0
3532,001872_01_01,0.585938,0.585938,1.0
3533,001872_02_01,0.625,0.625,1.0
3534,001874_01_01,0.789062,0.789062,1.0
3535,001875_01_01,0.8164060000000001,0.8164060000000001,1.0
3536,001876_01_01,0.703125,0.703125,1.0
3537,001876_01_02,0.703125,0.703125,1.0
3538,001877_01_02,0.7070310000000001,0.7070310000000001,1.0
3539,001878_01_01,0.9375,0.9375,1.0
3540,001878_02_01,0.898438,0.898438,1.0
3541,001878_03_01,0.828125,0.828125,1.0
3542,001882_01_01,0.6914060000000001,0.6914060000000001,1.0
3543,001884_01_02,0.886719,0.886719,1.0
3544,001884_01_03,0.886719,0.886719,1.0
3545,001885_01_01,0.585938,0.585938,1.0
3546,001887_01_01,0.732422,0.732422,1.0
3547,001887_02_01,0.705078,0.705078,1.0
3548,001887_03_01,0.732422,0.732422,1.0
3549,001887_04_01,0.78125,0.78125,1.0
3550,001888_03_01,0.6933590000000001,0.6933590000000001,1.0
3551,001888_03_02,0.6933590000000001,0.6933590000000001,1.0
3552,001889_01_01,0.601562,0.601562,1.0
3553,001889_01_02,0.601562,0.601562,1.0
3554,001889_03_01,0.664062,0.664062,1.0
3555,001889_03_02,0.664062,0.664062,1.0
3556,001890_01_01,0.779297,0.779297,1.0
3557,001890_01_02,0.779297,0.779297,1.0
3558,001890_02_01,0.703125,0.703125,1.0
3559,001892_01_01,0.863281,0.863281,1.0
3560,001894_01_02,0.748047,0.748047,1.0
3561,001895_01_01,0.6816409999999999,0.6816409999999999,1.0
3562,001895_02_02,0.6191409999999999,0.6191409999999999,1.0
3563,001895_05_01,0.664062,0.664062,1.0
3564,001896_01_01,0.855469,0.855469,1.0
3565,001896_02_02,0.898438,0.898438,1.0
3566,001896_03_01,0.835938,0.835938,1.0
3567,001896_04_01,0.7285159999999999,0.7285159999999999,1.0
3568,001897_01_01,0.78125,0.78125,1.0
3569,001898_01_01,0.6914060000000001,0.6914060000000001,1.0
3570,001899_02_02,0.820312,0.820312,1.0
3571,001900_01_01,0.78125,0.78125,1.0
3572,001900_02_01,0.859375,0.859375,1.0
3573,001901_01_01,0.7020000000000001,0.7020000000000001,1.0
3574,001902_01_02,0.8417969999999999,0.8417969999999999,1.0
3575,001903_01_01,0.8164060000000001,0.8164060000000001,1.0
3576,001904_01_01,0.78125,0.78125,1.0
3577,001905_05_02,0.742188,0.742188,1.0
3578,001907_02_01,0.976562,0.976562,1.0
3579,001911_02_01,0.7304689999999999,0.7304689999999999,1.0
3580,001911_03_01,0.78125,0.78125,1.0
3581,001911_03_02,0.78125,0.78125,1.0
3582,001913_02_02,0.878906,0.878906,1.0
3583,001914_01_01,0.703125,0.703125,1.0
3584,001914_01_02,0.7148439999999999,0.7148439999999999,1.0
3585,001916_01_02,0.929688,0.929688,1.0
3586,001917_01_01,0.9160159999999999,0.9160159999999999,1.0
3587,001917_02_01,0.976562,0.976562,1.0
3588,001917_03_01,0.976562,0.976562,1.0
3589,001918_01_01,0.7753909999999999,0.7753909999999999,1.0
3590,001919_01_02,0.78125,0.78125,1.0
3591,001920_01_01,0.625,0.625,1.0
3592,001921_01_01,0.585938,0.585938,1.0
3593,001921_02_01,0.703125,0.703125,1.0
3594,001921_03_01,0.585938,0.585938,1.0
3595,001921_04_01,0.78125,0.78125,1.0
3596,001924_01_01,0.585938,0.585938,1.0
3597,001925_01_02,0.9375,0.9375,1.0
3598,001925_02_02,0.859375,0.859375,1.0
3599,001925_03_02,0.742188,0.742188,1.0
3600,001925_03_03,0.742188,0.742188,1.0
3601,001925_04_02,0.8164060000000001,0.8164060000000001,1.0
3602,001925_04_03,0.8164060000000001,0.8164060000000001,1.0
3603,001926_01_01,0.78125,0.78125,1.0
3604,001927_01_02,0.7226560000000001,0.7226560000000001,1.0
3605,001931_02_01,0.9375,0.9375,1.0
3606,001931_03_01,0.9375,0.9375,1.0
3607,001932_01_01,0.703125,0.703125,1.0
3608,001933_04_01,0.976562,0.976562,1.0
3609,001934_01_02,0.782,0.782,1.0
3610,001935_01_01,0.703125,0.703125,1.0
3611,001937_02_01,0.839844,0.839844,1.0
3612,001937_02_02,0.839844,0.839844,1.0
3613,001937_03_01,0.8730469999999999,0.8730469999999999,1.0
3614,001937_03_02,0.8730469999999999,0.8730469999999999,1.0
3615,001939_01_02,0.617188,0.617188,1.0
3616,001939_02_01,0.625,0.625,1.0
3617,001942_01_01,0.820312,0.820312,1.0
3618,001945_03_01,0.820312,0.820312,1.0
3619,001946_01_01,0.449219,0.449219,1.0
3620,001946_02_01,0.476562,0.476562,1.0
3621,001946_03_01,0.507812,0.507812,1.0
3622,001946_04_01,0.5,0.5,1.0
3623,001946_05_01,0.5058590000000001,0.5058590000000001,1.0
3624,001946_06_01,0.539062,0.539062,1.0
3625,001946_07_01,0.507812,0.507812,1.0
3626,001947_01_02,0.820312,0.820312,1.0
3627,001951_01_01,0.859375,0.859375,1.0
3628,001955_01_01,0.732422,0.732422,1.0
3629,001955_01_02,0.732422,0.732422,1.0
3630,001956_02_01,0.867188,0.867188,1.0
3631,001957_01_01,0.820312,0.820312,1.0
3632,001957_04_02,0.8164060000000001,0.8164060000000001,1.0
3633,001959_03_01,0.820312,0.820312,1.0
3634,001959_04_01,0.773438,0.773438,1.0
3635,001960_01_01,0.859375,0.859375,1.0
3636,001961_01_01,0.782,0.782,1.0
3637,001962_01_02,0.75,0.75,1.0
3638,001962_01_03,0.75,0.75,1.0
3639,001963_01_01,0.871094,0.871094,1.0
3640,001965_01_02,0.742188,0.742188,1.0
3641,001965_02_02,0.742188,0.742188,1.0
3642,001966_01_02,0.8164060000000001,0.8164060000000001,1.0
3643,001968_01_01,0.732422,0.732422,1.0
3644,001968_02_02,0.859375,0.859375,1.0
3645,001968_04_02,0.742188,0.742188,1.0
3646,001968_05_02,0.732422,0.732422,1.0
3647,001969_01_02,0.742188,0.742188,1.0
3648,001970_01_02,0.6914060000000001,0.6914060000000001,1.0
3649,001970_02_01,0.607422,0.607422,1.0
3650,001970_04_01,0.732422,0.732422,1.0
3651,001970_05_01,0.585938,0.585938,1.0
3652,001970_06_01,0.703125,0.703125,1.0
3653,001970_07_01,0.65625,0.65625,1.0
3654,001971_01_01,0.78125,0.78125,1.0
3655,001971_01_02,0.78125,0.78125,1.0
3656,001971_02_02,0.8164060000000001,0.8164060000000001,1.0
3657,001971_02_03,0.8164060000000001,0.8164060000000001,1.0
3658,001973_01_01,0.703125,0.703125,1.0
3659,001973_02_01,0.585938,0.585938,1.0
3660,001975_01_01,0.763672,0.763672,1.0
3661,001977_01_02,0.8164060000000001,0.8164060000000001,1.0
3662,001977_01_03,0.8164060000000001,0.8164060000000001,1.0
3663,001978_01_02,0.7128909999999999,0.7128909999999999,1.0
3664,001979_04_01,0.732422,0.732422,1.0
3665,001979_07_01,0.804688,0.804688,1.0
3666,001979_07_02,0.804688,0.804688,1.0
3667,001980_02_01,0.898438,0.898438,1.0
3668,001981_01_02,0.898438,0.898438,1.0
3669,001981_05_01,0.859375,0.859375,1.0
3670,001982_02_02,0.585938,0.585938,1.0
3671,001982_03_01,0.585938,0.585938,1.0
3672,001982_04_01,0.703125,0.703125,1.0
3673,001983_01_02,0.798828,0.798828,1.0
3674,001983_06_02,0.732422,0.732422,1.0
3675,001983_07_02,0.8164060000000001,0.8164060000000001,1.0
3676,001983_08_02,0.8164060000000001,0.8164060000000001,1.0
3677,001986_01_01,0.9375,0.9375,1.0
3678,001986_06_01,0.953125,0.953125,1.0
3679,001986_07_01,0.8085939999999999,0.8085939999999999,1.0
3680,001988_01_01,0.78125,0.78125,1.0
3681,001988_02_01,0.742188,0.742188,1.0
3682,001989_03_01,0.859375,0.859375,1.0
3683,001989_04_01,0.6914060000000001,0.6914060000000001,1.0
3684,001989_05_02,0.84375,0.84375,1.0
3685,001990_01_01,0.820312,0.820312,1.0
3686,001993_02_02,0.9375,0.9375,1.0
3687,001994_01_02,0.8164060000000001,0.8164060000000001,1.0
3688,001995_01_02,0.855469,0.855469,1.0
3689,001997_01_01,0.898438,0.898438,1.0
3690,001998_01_01,0.586,0.586,1.0
3691,001999_03_02,0.78125,0.78125,1.0
3692,001999_03_03,0.78125,0.78125,1.0
3693,001999_04_02,0.898438,0.898438,1.0
